ano,id_municipio,id_uf,sigla_uf,nome_municipio,pct_alfabetizados,meta_pct,nivel_meta,fonte_meta,gap_meta_pct,atingiu_meta,n_avaliados,ponto_corte,camada,delta_pp_ano_anterior
2023,1000063,41,PR,Municipio_PR_3,64.98,76.87,amostra_offline,dados sintéticos de demonstração,-11.89,False,334,743,gold,-10.129999999999995
2021,1000064,42,SC,Municipio_SC_1,54.2,43.9,amostra_offline,dados sintéticos de demonstração,10.300000000000004,True,268,743,gold,
2022,1000064,42,SC,Municipio_SC_1,63.92,53.82,amostra_offline,dados sintéticos de demonstração,10.100000000000001,True,551,743,gold,9.719999999999999
2023,1000064,42,SC,Municipio_SC_1,70.12,67.42,amostra_offline,dados sintéticos de demonstração,2.700000000000003,True,400,743,gold,6.200000000000003
2021,1000065,42,SC,Municipio_SC_2,47.39,47.89,amostra_offline,dados sintéticos de demonstração,-0.5,False,416,743,gold,
2022,1000065,42,SC,Municipio_SC_2,52.54,58.21,amostra_offline,dados sintéticos de demonstração,-5.670000000000002,False,578,743,gold,5.149999999999999
2023,1000065,42,SC,Municipio_SC_2,72.72,68.87,amostra_offline,dados sintéticos de demonstração,3.8499999999999943,True,467,743,gold,20.18
2021,1000066,42,SC,Municipio_SC_3,63.94,55.48,amostra_offline,dados sintéticos de demonstração,8.46,True,112,743,gold,
2022,1000066,42,SC,Municipio_SC_3,49.16,55.01,amostra_offline,dados sintéticos de demonstração,-5.850000000000001,False,587,743,gold,-14.780000000000001
2023,1000066,42,SC,Municipio_SC_3,60.0,66.92,amostra_offline,dados sintéticos de demonstração,-6.920000000000002,False,579,743,gold,10.840000000000003
2021,1000067,43,RS,Municipio_RS_1,51.83,54.1,amostra_offline,dados sintéticos de demonstração,-2.270000000000003,False,252,743,gold,
2022,1000067,43,RS,Municipio_RS_1,48.03,58.15,amostra_offline,dados sintéticos de demonstração,-10.119999999999997,False,628,743,gold,-3.799999999999997
2023,1000067,43,RS,Municipio_RS_1,55.62,68.45,amostra_offline,dados sintéticos de demonstração,-12.830000000000005,False,290,743,gold,7.589999999999996
2021,1000068,43,RS,Municipio_RS_2,55.35,48.03,amostra_offline,dados sintéticos de demonstração,7.32,True,301,743,gold,
2022,1000068,43,RS,Municipio_RS_2,42.71,53.11,amostra_offline,dados sintéticos de demonstração,-10.399999999999999,False,582,743,gold,-12.64
2023,1000068,43,RS,Municipio_RS_2,62.77,75.37,amostra_offline,dados sintéticos de demonstração,-12.600000000000001,False,296,743,gold,20.060000000000002
2021,1000069,43,RS,Municipio_RS_3,52.93,54.73,amostra_offline,dados sintéticos de demonstração,-1.7999999999999972,False,100,743,gold,
2022,1000069,43,RS,Municipio_RS_3,52.51,56.21,amostra_offline,dados sintéticos de demonstração,-3.700000000000003,False,124,743,gold,-0.4200000000000017
2023,1000069,43,RS,Municipio_RS_3,77.21,75.95,amostra_offline,dados sintéticos de demonstração,1.259999999999991,True,493,743,gold,24.699999999999996
2021,1000070,50,MS,Municipio_MS_1,48.34,42.76,amostra_offline,dados sintéticos de demonstração,5.580000000000005,True,207,743,gold,
2022,1000070,50,MS,Municipio_MS_1,53.97,53.98,amostra_offline,dados sintéticos de demonstração,-0.00999999999999801,False,520,743,gold,5.6299999999999955
2023,1000070,50,MS,Municipio_MS_1,84.22,72.91,amostra_offline,dados sintéticos de demonstração,11.310000000000002,True,439,743,gold,30.25
2021,1000071,50,MS,Municipio_MS_2,34.33,43.98,amostra_offline,dados sintéticos de demonstração,-9.649999999999999,False,620,743,gold,
2022,1000071,50,MS,Municipio_MS_2,60.99,57.16,amostra_offline,dados sintéticos de demonstração,3.8300000000000054,True,217,743,gold,26.660000000000004
2023,1000071,50,MS,Municipio_MS_2,69.21,68.47,amostra_offline,dados sintéticos de demonstração,0.7399999999999949,True,624,743,gold,8.219999999999992
2021,1000072,50,MS,Municipio_MS_3,40.3,52.86,amostra_offline,dados sintéticos de demonstração,-12.560000000000002,False,367,743,gold,
2022,1000072,50,MS,Municipio_MS_3,55.26,60.32,amostra_offline,dados sintéticos de demonstração,-5.060000000000002,False,317,743,gold,14.96
2023,1000072,50,MS,Municipio_MS_3,53.62,65.76,amostra_offline,dados sintéticos de demonstração,-12.140000000000008,False,242,743,gold,-1.6400000000000006
2021,1000073,51,MT,Municipio_MT_1,65.63,56.77,amostra_offline,dados sintéticos de demonstração,8.859999999999992,True,547,743,gold,
2022,1000073,51,MT,Municipio_MT_1,42.88,56.44,amostra_offline,dados sintéticos de demonstração,-13.559999999999995,False,511,743,gold,-22.749999999999993
2023,1000073,51,MT,Municipio_MT_1,61.59,70.78,amostra_offline,dados sintéticos de demonstração,-9.189999999999998,False,333,743,gold,18.71
2021,1000074,51,MT,Municipio_MT_2,63.83,56.44,amostra_offline,dados sintéticos de demonstração,7.390000000000001,True,263,743,gold,
2022,1000074,51,MT,Municipio_MT_2,58.85,60.16,amostra_offline,dados sintéticos de demonstração,-1.3099999999999952,False,80,743,gold,-4.979999999999997
2023,1000074,51,MT,Municipio_MT_2,82.95,72.3,amostra_offline,dados sintéticos de demonstração,10.650000000000006,True,314,743,gold,24.1
2021,1000075,51,MT,Municipio_MT_3,58.01,52.85,amostra_offline,dados sintéticos de demonstração,5.159999999999997,True,258,743,gold,
2022,1000075,51,MT,Municipio_MT_3,71.34,64.02,amostra_offline,dados sintéticos de demonstração,7.320000000000007,True,346,743,gold,13.330000000000005
2023,1000075,51,MT,Municipio_MT_3,63.15,69.12,amostra_offline,dados sintéticos de demonstração,-5.970000000000006,False,227,743,gold,-8.190000000000005
2021,1000076,52,GO,Municipio_GO_1,44.01,56.61,amostra_offline,dados sintéticos de demonstração,-12.600000000000001,False,346,743,gold,
2022,1000076,52,GO,Municipio_GO_1,55.89,54.31,amostra_offline,dados sintéticos de demonstração,1.5799999999999983,True,658,743,gold,11.880000000000003
2023,1000076,52,GO,Municipio_GO_1,64.69,66.34,amostra_offline,dados sintéticos de demonstração,-1.6500000000000057,False,295,743,gold,8.799999999999997
2021,1000077,52,GO,Municipio_GO_2,57.33,56.91,amostra_offline,dados sintéticos de demonstração,0.4200000000000017,True,187,743,gold,
2022,1000077,52,GO,Municipio_GO_2,61.15,62.08,amostra_offline,dados sintéticos de demonstração,-0.9299999999999997,False,213,743,gold,3.8200000000000003
2023,1000077,52,GO,Municipio_GO_2,75.46,66.66,amostra_offline,dados sintéticos de demonstração,8.799999999999997,True,324,743,gold,14.309999999999995
2021,1000078,52,GO,Municipio_GO_3,38.91,51.05,amostra_offline,dados sintéticos de demonstração,-12.14,False,629,743,gold,
2022,1000078,52,GO,Municipio_GO_3,53.21,66.32,amostra_offline,dados sintéticos de demonstração,-13.109999999999992,False,612,743,gold,14.300000000000004
2023,1000078,52,GO,Municipio_GO_3,68.15,73.93,amostra_offline,dados sintéticos de demonstração,-5.780000000000001,False,551,743,gold,14.940000000000005
2021,1000079,53,DF,Municipio_DF_1,56.74,48.1,amostra_offline,dados sintéticos de demonstração,8.64,True,249,743,gold,
2022,1000079,53,DF,Municipio_DF_1,45.28,55.68,amostra_offline,dados sintéticos de demonstração,-10.399999999999999,False,482,743,gold,-11.46
2023,1000079,53,DF,Municipio_DF_1,77.0,70.2,amostra_offline,dados sintéticos de demonstração,6.799999999999997,True,261,743,gold,31.72
2021,1000080,53,DF,Municipio_DF_2,35.11,42.04,amostra_offline,dados sintéticos de demonstração,-6.93,False,222,743,gold,
2022,1000080,53,DF,Municipio_DF_2,55.23,65.51,amostra_offline,dados sintéticos de demonstração,-10.280000000000008,False,233,743,gold,20.119999999999997
2023,1000080,53,DF,Municipio_DF_2,82.64,76.11,amostra_offline,dados sintéticos de demonstração,6.530000000000001,True,732,743,gold,27.410000000000004
2021,1000081,53,DF,Municipio_DF_3,67.22,55.46,amostra_offline,dados sintéticos de demonstração,11.759999999999998,True,284,743,gold,
2022,1000081,53,DF,Municipio_DF_3,52.23,60.22,amostra_offline,dados sintéticos de demonstração,-7.990000000000002,False,459,743,gold,-14.990000000000002
2023,1000081,53,DF,Municipio_DF_3,76.61,73.07,amostra_offline,dados sintéticos de demonstração,3.5400000000000063,True,593,743,gold,24.380000000000003
